Date,Open,High,Low,Close,Adj Close,Volume
1985-01-02,3.875000,3.890625,3.843750,3.875000,0.468742,1180800
1985-01-03,3.875000,3.906250,3.843750,3.859375,0.466852,1972000
1985-01-04,3.859375,3.875000,3.843750,3.875000,0.468742,1180800
1985-01-07,3.875000,3.953125,3.843750,3.843750,0.464961,2008000
1985-01-08,3.843750,3.875000,3.750000,3.750000,0.453621,1854400
1985-01-09,3.750000,3.828125,3.750000,3.812500,0.461181,1042400
1985-01-10,3.796875,3.796875,3.718750,3.750000,0.453621,2642400
1985-01-11,3.750000,3.750000,3.656250,3.671875,0.444170,1860000
1985-01-14,3.671875,3.750000,3.625000,3.734375,0.453662,2863200
1985-01-15,3.734375,3.781250,3.687500,3.750000,0.455560,2012000
1985-01-16,3.750000,3.781250,3.718750,3.750000,0.455560,4868800
1985-01-17,3.750000,3.828125,3.750000,3.812500,0.463153,1796800
1985-01-18,3.812500,3.812500,3.687500,3.796875,0.461255,4954400
1985-01-21,3.796875,4.015625,3.796875,4.000000,0.485931,2363200
1985-01-22,4.000000,4.078125,3.921875,4.031250,0.489727,3175200
1985-01-23,4.031250,4.187500,4.015625,4.156250,0.504912,4086400
1985-01-24,4.156250,4.312500,4.140625,4.187500,0.508709,2698400
1985-01-25,4.187500,4.250000,4.171875,4.203125,0.510607,1487200
1985-01-28,4.203125,4.234375,4.156250,4.171875,0.506811,1528000
1985-01-29,4.187500,4.281250,4.187500,4.281250,0.520098,2579200
1985-01-30,4.281250,4.312500,4.171875,4.218750,0.512505,2970400
1985-01-31,4.218750,4.218750,4.156250,4.171875,0.506811,2156000
1985-02-01,4.171875,4.218750,4.156250,4.203125,0.510607,1059200
1985-02-04,4.203125,4.234375,4.171875,4.203125,0.510607,1399200
1985-02-05,4.203125,4.218750,4.109375,4.140625,0.503014,1562400
1985-02-06,4.140625,4.171875,4.109375,4.140625,0.503014,988000
1985-02-07,4.140625,4.171875,4.109375,4.156250,0.504912,1504000
1985-02-08,4.156250,4.328125,4.156250,4.328125,0.525792,2283200
1985-02-11,4.312500,4.312500,4.187500,4.218750,0.512505,1764800
1985-02-12,4.203125,4.203125,4.078125,4.078125,0.495422,1604000
1985-02-13,4.078125,4.140625,4.062500,4.093750,0.497320,1465600
1985-02-14,4.093750,4.109375,4.031250,4.031250,0.489727,1999200
1985-02-15,4.031250,4.078125,3.984375,4.000000,0.485931,1547200
1985-02-19,3.984375,3.984375,3.937500,3.968750,0.482135,960000
1985-02-20,3.968750,4.062500,3.937500,3.984375,0.484033,1710400
1985-02-21,3.968750,3.968750,3.921875,3.921875,0.476440,2565600
1985-02-22,3.937500,4.031250,3.937500,3.984375,0.484033,1609600
1985-02-25,3.984375,4.031250,3.937500,4.000000,0.485931,1429600
1985-02-26,4.000000,4.125000,3.890625,4.125000,0.501116,2028000
1985-02-27,4.125000,4.125000,4.062500,4.093750,0.497320,1815200
1985-02-28,4.093750,4.109375,4.078125,4.109375,0.499218,997600
1985-03-01,4.109375,4.140625,4.078125,4.093750,0.497320,2152000
1985-03-04,4.093750,4.093750,4.015625,4.031250,0.489727,1028000
1985-03-05,4.031250,4.046875,4.000000,4.031250,0.489727,884800
1985-03-06,4.015625,4.015625,3.953125,3.968750,0.482135,1097600
1985-03-07,3.968750,3.968750,3.843750,3.859375,0.468847,1924000
1985-03-08,3.875000,3.968750,3.875000,3.937500,0.478338,1194400
1985-03-11,3.937500,3.968750,3.921875,3.921875,0.476440,662400
1985-03-12,3.921875,3.968750,3.906250,3.921875,0.476440,1356000
1985-03-13,3.921875,3.937500,3.843750,3.890625,0.472644,942400
1985-03-14,3.890625,3.906250,3.875000,3.890625,0.472644,494400
1985-03-15,3.890625,3.890625,3.828125,3.828125,0.465051,1693600
1985-03-18,3.828125,3.843750,3.671875,3.671875,0.446069,1736000
1985-03-19,3.671875,3.750000,3.625000,3.718750,0.451764,2697600
1985-03-20,3.718750,3.765625,3.718750,3.750000,0.455560,4013600
1985-03-21,3.750000,3.750000,3.703125,3.718750,0.451764,921600
1985-03-22,3.718750,3.781250,3.703125,3.750000,0.455560,2747200
1985-03-25,3.750000,3.781250,3.734375,3.765625,0.457458,1016800
1985-03-26,3.765625,3.843750,3.750000,3.828125,0.465051,602400
1985-03-27,3.843750,3.906250,3.843750,3.906250,0.474542,1144000
1985-03-28,3.906250,4.000000,3.890625,3.953125,0.480236,2058400
1985-03-29,3.953125,4.015625,3.937500,3.984375,0.484033,1075200
1985-04-01,4.015625,4.125000,4.015625,4.109375,0.499218,1041600
1985-04-02,4.109375,4.140625,4.078125,4.093750,0.497320,1632800
1985-04-03,4.093750,4.093750,3.953125,4.000000,0.485931,1053600
1985-04-04,4.000000,4.000000,3.937500,3.953125,0.480236,959200
1985-04-08,3.953125,3.984375,3.921875,3.953125,0.480236,876800
1985-04-09,3.953125,3.953125,3.828125,3.843750,0.466949,2126400
1985-04-10,3.843750,3.843750,3.750000,3.812500,0.463153,1731200
1985-04-11,3.875000,4.000000,3.875000,3.984375,0.484033,2472000
1985-04-12,3.984375,4.015625,3.953125,3.984375,0.484033,552000
1985-04-15,4.000000,4.062500,4.000000,4.031250,0.489727,1972000
1985-04-16,4.031250,4.140625,4.015625,4.093750,0.499255,4111200
1985-04-17,4.093750,4.171875,3.968750,4.140625,0.504972,4517600
1985-04-18,4.140625,4.156250,4.062500,4.093750,0.499255,1774400
1985-04-19,4.093750,4.125000,4.062500,4.078125,0.497350,1332000
1985-04-22,4.078125,4.109375,4.078125,4.078125,0.497350,1048800
1985-04-23,4.078125,4.109375,4.062500,4.109375,0.501161,1257600
1985-04-24,4.109375,4.109375,4.078125,4.109375,0.501161,996800
1985-04-25,4.109375,4.125000,4.078125,4.093750,0.499255,1230400
1985-04-26,4.093750,4.125000,4.093750,4.093750,0.499255,1638400
1985-04-29,4.093750,4.109375,4.046875,4.093750,0.499255,733600
1985-04-30,4.093750,4.093750,3.953125,3.953125,0.482106,1231200
1985-05-01,3.953125,3.968750,3.906250,3.921875,0.478294,1500000
1985-05-02,3.921875,3.921875,3.875000,3.890625,0.474483,669600
1985-05-03,3.890625,3.890625,3.843750,3.875000,0.472578,2264000
1985-05-06,3.875000,3.937500,3.843750,3.859375,0.470672,1525600
1985-05-07,3.859375,3.906250,3.843750,3.890625,0.474483,2597600
1985-05-08,3.906250,3.937500,3.906250,3.906250,0.476389,914400
1985-05-09,3.906250,3.937500,3.890625,3.921875,0.478294,1522400
1985-05-10,3.921875,4.078125,3.921875,4.062500,0.495444,1762400
1985-05-13,4.078125,4.109375,4.078125,4.093750,0.499255,948800
1985-05-14,4.093750,4.140625,4.062500,4.078125,0.497350,1260800
1985-05-15,4.078125,4.109375,4.031250,4.078125,0.497350,1203200
1985-05-16,4.078125,4.093750,4.046875,4.078125,0.497350,688800
1985-05-17,4.078125,4.234375,4.046875,4.234375,0.516405,6963200
1985-05-20,4.265625,4.343750,4.265625,4.328125,0.527839,3351200
1985-05-21,4.328125,4.421875,4.312500,4.375000,0.533556,4822400
1985-05-22,4.343750,4.343750,4.312500,4.328125,0.527839,1617600
1985-05-23,4.328125,4.343750,4.281250,4.296875,0.524028,1123200
1985-05-24,4.296875,4.343750,4.296875,4.328125,0.527839,1196000
1985-05-28,4.328125,4.375000,4.312500,4.343750,0.529744,1246400
1985-05-29,4.343750,4.359375,4.312500,4.343750,0.529744,905600
1985-05-30,4.343750,4.359375,4.296875,4.312500,0.525933,1735200
1985-05-31,4.312500,4.359375,4.296875,4.328125,0.527839,1889600
1985-06-03,4.343750,4.390625,4.343750,4.390625,0.535461,1594400
1985-06-04,4.421875,4.500000,4.421875,4.468750,0.544989,3568800
1985-06-05,4.468750,4.500000,4.421875,4.421875,0.539272,3457600
1985-06-06,4.406250,4.406250,4.312500,4.312500,0.525933,5049600
1985-06-07,4.312500,4.312500,4.250000,4.250000,0.518311,2058400
1985-06-10,4.250000,4.250000,4.218750,4.250000,0.518311,971200
1985-06-11,4.250000,4.265625,4.218750,4.218750,0.514500,785600
1985-06-12,4.218750,4.218750,4.187500,4.203125,0.512594,939200
1985-06-13,4.203125,4.234375,4.171875,4.187500,0.510689,724000
1985-06-14,4.187500,4.234375,4.187500,4.218750,0.514500,1597600
1985-06-17,4.218750,4.218750,4.187500,4.187500,0.510689,450400
1985-06-18,4.187500,4.234375,4.187500,4.203125,0.512594,1808000
1985-06-19,4.203125,4.218750,4.187500,4.203125,0.512594,1334400
1985-06-20,4.203125,4.234375,4.156250,4.187500,0.510689,1621600
1985-06-21,4.187500,4.234375,4.156250,4.234375,0.516405,2183200
1985-06-24,4.203125,4.203125,4.171875,4.203125,0.512594,1528000
1985-06-25,4.203125,4.234375,4.171875,4.187500,0.510689,2897600
1985-06-26,4.171875,4.171875,4.125000,4.156250,0.506878,852800
